CornerHelp — master provider call sheet · 99 organizations · all 254 Texas counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requirements list will be given after scheduled appointment,,,,,,,,,,,,,,,,FILL THESE IN — in the order the script asks for them. Blank beats guessed.,,,,,,,,,,,,,,,,,,
WEEK 1,#,Organization,City,Address,Phone,Programs,Help offered,Counties,ZIPs,People reached,Counties served,ZIP codes served,Source,slug — do not edit,rent slug — do not edit,Status,Rent status,SERVICE AREA — whole county? which areas?,Funding lasts until,Reopens on,How to apply,Hours,Daily cap,Documents required,Most common reason turned away,Anything changing,Spoke with,Call outcome,Note,Called (date),VA,,,
,286,Suwannee River Economic Council — Emergency Assistance / Housing Referral,Live Oak,"1171 Nobles Ferry Rd NW, Building #1, Live Oak, FL 32064",386-362-6079,Assistance Program,rent_assistance,,,,Suwannee County,,,,,,,,,,,,,,,,,,,,,,,
,287,Suwannee River Economic Council — LIHEAP / Care to Share / Share the Light,Live Oak,"1171 Nobles Ferry Rd NW, Building #1, Live Oak, FL 32064",386-362-6079,Assistance Program,"electric_bill, gas_bill",,,,Suwannee County,,,,,,,,,,,,,,,,,,,,,,,
,288,Local Food Pantry Network / Second Harvest & Partner Agencies,Varies by distribution site,Varies by distribution site,386-362-8860,Assistance Program,food_pantry,,,,Suwannee County,,,,,,,,,,,,,,,,,,,,,,,
,289,Suwannee River Economic Council — Emergency Assistance,Perry,"800 W Ash St, Perry, FL 32347",850-584-8858,Assistance Program,rent_assistance,,,,Taylor County,,,,,,,,,,,,,,,,,,,,,,,
,290,Suwannee River Economic Council — LIHEAP / Share the Light,Perry,"800 W Ash St, Perry, FL 32347",850-584-8858,Assistance Program,"electric_bill, gas_bill",,,,Taylor County,,,,,,,,,,,,,,,,,,,,,,,
,291,Second Harvest / Local Food Pantry Network,Varies by distribution site,Varies by distribution site,850-584-7349,Assistance Program,food_pantry,,,,Taylor County,,,,,,,,,,,,,,,,,,,,,,,
,292,Union County / SREC Housing Assistance — SHIP,Lake Butler,"665 SE 4th St, Lake Butler, FL 32054",386-496-2342,Assistance Program,rent_assistance,,,,Union County,,,,,,,,,,,,,,,,,,,,,,,
,293,SREC — LIHEAP / Care to Share / Share the Light / Project Share,Lake Butler,"665 SE 4th St, Lake Butler, FL 32054",386-496-2342,Assistance Program,"electric_bill, gas_bill",,,,Union County,,,,,,,,,,,,,,,,,,,,,,,
,294,The Children's Table / Christ Central / Farm Share Food Distributions,Lake Butler,"375 SE 7th Ave, Lake Butler, FL 32054 (The Children's Table site)",386-496-1916,Assistance Program,food_pantry,,,,Union County,,,,,,,,,,,,,,,,,,,,,,,
,295,One Voice for Volusia & Catholic Charities — Emergency Rental/Mortgage Assistance,DeLand,"110 W Rich Ave, DeLand, FL 32720",386-736-5955,Assistance Program,"mortgage_assistance, rent_assistance",,,,Volusia County,,,,,,,,,,,,,,,,,,,,,,,
,296,Volusia County Human Services — LIHEAP / EHEAP,DeLand,"110 W Rich Ave, DeLand, FL 32720",386-736-5956,Assistance Program,"electric_bill, gas_bill",,,,Volusia County,,,,,,,,,,,,,,,,,,,,,,,
,297,Capital Area Community Action Agency — Emergency Assistance / Housing Referral,Crawfordville,"Dubreja Plaza, 2889 Crawfordville Hwy, Suite A, Crawfordville, FL 32327",850-926-3122,Assistance Program,rent_assistance,,,,Wakulla County,,,,,,,,,,,,,,,,,,,,,,,
,298,Capital Area Community Action Agency — LIHEAP,Crawfordville,"Dubreja Plaza, 2889 Crawfordville Hwy, Suite A, Crawfordville, FL 32327",850-926-3122,Assistance Program,"electric_bill, gas_bill",,,,Wakulla County,,,,,,,,,,,,,,,,,,,,,,,
,299,Crawfordville United Methodist Church — Food Pantry / Second Harvest Partner,Crawfordville,"176 Ochlockonee St, Crawfordville, FL 32327",850-508-9097,Assistance Program,food_pantry,,,,Wakulla County,,,,,,,,,,,,,,,,,,,,,,,
,300,Caring & Sharing of South Walton — Rent Assistance,Santa Rosa Beach,"112 Lynn Dr, Santa Rosa Beach, FL 32459",850-267-2866,Assistance Program,rent_assistance,,,,Walton County,,,,,,,,,,,,,,,,,,,,,,,
,301,Tri-County Community Council / Caring & Sharing — Utility Assistance,Varies by provider,Varies by provider,850-892-3615,Assistance Program,"electric_bill, gas_bill",,,,Walton County,,,,,,,,,,,,,,,,,,,,,,,
,302,Caring & Sharing of South Walton — Emergency Food Pantry,Santa Rosa Beach,"112 Lynn Dr, Santa Rosa Beach, FL 32459",850-267-2866,Assistance Program,food_pantry,,,,Walton County,,,,,,,,,,,,,,,,,,,,,,,
,303,Washington County Community Action Council — Community Schools Rental Assistance Program (CSRAP) / ENOUGH,Washington County,Verify current Washington County CAC intake location,850-638-4520 ext. 3 or 4,Assistance Program,rent_assistance,,,,Washington County,,,,,,,,,,,,,,,,,,,,,,,
,304,Washington County Community Action Council — Energy Assistance,Washington County,Verify current Washington County CAC intake location,850-638-4520,Assistance Program,"electric_bill, gas_bill",,,,Washington County,,,,,,,,,,,,,,,,,,,,,,,
,305,Washington County Community Action Council — Food Pantry,Washington County,Verify current Washington County CAC intake location,850-638-4520,Assistance Program,food_pantry,,,,Washington County,,,,,,,,,,,,,,,,,,,,,,,
,306,Alamance County DSS — Work First Emergency Assistance / Crisis Assistance,Burlington,"319 N. Graham-Hopedale Rd, Burlington, NC 27217",336-570-6532,Assistance Program,rent_assistance,,,,Alamance,,,,,,,,,,,,,,,,,,,,,,,
,307,Alamance County DSS — CIP/LIEAP Energy Assistance,Burlington,"319 N. Graham-Hopedale Rd, Burlington, NC 27217",336-229-2974,Assistance Program,"electric_bill, gas_bill",,,,Alamance,,,,,,,,,,,,,,,,,,,,,,,
,308,Alamance County DSS — Food & Nutrition Services,Burlington,"319 N. Graham-Hopedale Rd, Burlington, NC 27217",336-570-6532,Assistance Program,food_pantry,,,,Alamance,,,,,,,,,,,,,,,,,,,,,,,
,309,Alexander County DSS — Emergency Assistance / Housing Crisis Support,Taylorsville,"604 7th St SW, Taylorsville, NC 28681",828-632-1080,Assistance Program,rent_assistance,,,,Alexander,,,,,,,,,,,,,,,,,,,,,,,
,310,Alexander County DSS — CIP/LIEAP,Taylorsville,"604 7th St SW, Taylorsville, NC 28681",828-632-1080,Assistance Program,electric_bill,,,,Alexander,,,,,,,,,,,,,,,,,,,,,,,
,311,Alexander County DSS — Food & Nutrition Services,Taylorsville,"604 7th St SW, Taylorsville, NC 28681",828-632-1080,Assistance Program,food_pantry,,,,Alexander,,,,,,,,,,,,,,,,,,,,,,,
,312,Alleghany County DSS — Emergency Assistance / Housing Crisis Support,Sparta,"Doctor St., Sparta, NC 28675",336-372-2411,Assistance Program,rent_assistance,,,,Alleghany,,,,,,,,,,,,,,,,,,,,,,,
,313,Alleghany County DSS — CIP/LIEAP,Sparta,"Doctor St., Sparta, NC 28675",336-372-2411,Assistance Program,electric_bill,,,,Alleghany,,,,,,,,,,,,,,,,,,,,,,,
,314,Alleghany County DSS — Food & Nutrition Services,Sparta,"Doctor St., Sparta, NC 28675",336-372-2411,Assistance Program,food_pantry,,,,Alleghany,,,,,,,,,,,,,,,,,,,,,,,
,315,Anson County DSS — Emergency Assistance / Housing Crisis Support,Wadesboro,"118 N. Washington St., Wadesboro, NC 28170",704-694-9351,Assistance Program,rent_assistance,,,,Anson,,,,,,,,,,,,,,,,,,,,,,,
,316,Anson County DSS — CIP/LIEAP,Wadesboro,"118 N. Washington St., Wadesboro, NC 28170",704-694-9351,Assistance Program,electric_bill,,,,Anson,,,,,,,,,,,,,,,,,,,,,,,
,317,Anson County DSS — Food & Nutrition Services,Wadesboro,"118 N. Washington St., Wadesboro, NC 28170",704-694-9351,Assistance Program,food_pantry,,,,Anson,,,,,,,,,,,,,,,,,,,,,,,
,318,Ashe County DSS — Emergency Assistance / Housing Crisis Support,Jefferson,"150 Government Circle, Suite 1400, Jefferson, NC 28640",336-846-5719,Assistance Program,rent_assistance,,,,Ashe,,,,,,,,,,,,,,,,,,,,,,,
,319,Ashe County DSS — CIP/LIEAP,Jefferson,"150 Government Circle, Suite 1400, Jefferson, NC 28640",336-846-5719,Assistance Program,electric_bill,,,,Ashe,,,,,,,,,,,,,,,,,,,,,,,
,320,Ashe County DSS — Food & Nutrition Services,Jefferson,"150 Government Circle, Suite 1400, Jefferson, NC 28640",336-846-5719,Assistance Program,food_pantry,,,,Ashe,,,,,,,,,,,,,,,,,,,,,,,
,321,Avery County DSS — Emergency Assistance / Housing Crisis Support,Newland,"358 Beech St., Newland, NC 28657",828-733-8230,Assistance Program,rent_assistance,,,,Avery,,,,,,,,,,,,,,,,,,,,,,,
,322,Avery County DSS — CIP/LIEAP,Newland,"358 Beech St., Newland, NC 28657",828-733-8230,Assistance Program,electric_bill,,,,Avery,,,,,,,,,,,,,,,,,,,,,,,
,323,Avery County DSS — Food & Nutrition Services,Newland,"358 Beech St., Newland, NC 28657",828-733-8230,Assistance Program,food_pantry,,,,Avery,,,,,,,,,,,,,,,,,,,,,,,
,324,Beaufort County DSS — Emergency Assistance / Housing Crisis Support,Washington,"632 W. Fifth St., Washington, NC 27889",252-975-5500,Assistance Program,rent_assistance,,,,Beaufort,,,,,,,,,,,,,,,,,,,,,,,
,325,Beaufort County DSS — CIP/LIEAP,Washington,"632 W. Fifth St., Washington, NC 27889",252-975-5500,Assistance Program,electric_bill,,,,Beaufort,,,,,,,,,,,,,,,,,,,,,,,
,326,Beaufort County DSS — Food & Nutrition Services,Washington,"632 W. Fifth St., Washington, NC 27889",252-975-5500,Assistance Program,food_pantry,,,,Beaufort,,,,,,,,,,,,,,,,,,,,,,,
,327,Bertie County DSS — Emergency Assistance / Housing Crisis Support,Windsor,"110 Jasper Bazemore Ave., Windsor, NC 27983",252-794-5320,Assistance Program,rent_assistance,,,,Bertie,,,,,,,,,,,,,,,,,,,,,,,
,328,Bertie County DSS — CIP/LIEAP,Windsor,"110 Jasper Bazemore Ave., Windsor, NC 27983",252-794-5320,Assistance Program,electric_bill,,,,Bertie,,,,,,,,,,,,,,,,,,,,,,,
,329,Bertie County DSS — Food & Nutrition Services,Windsor,"110 Jasper Bazemore Ave., Windsor, NC 27983",252-794-5320,Assistance Program,food_pantry,,,,Bertie,,,,,,,,,,,,,,,,,,,,,,,
,330,Bladen County DSS — Emergency Assistance / Housing Crisis Support,Elizabethtown,"208 McKay St., Elizabethtown, NC 28337",910-862-6800,Assistance Program,rent_assistance,,,,Bladen,,,,,,,,,,,,,,,,,,,,,,,
,331,Bladen County DSS — CIP/LIEAP,Elizabethtown,"208 McKay St., Elizabethtown, NC 28337",910-862-6800,Assistance Program,electric_bill,,,,Bladen,,,,,,,,,,,,,,,,,,,,,,,
,332,Bladen County DSS — Food & Nutrition Services,Elizabethtown,"208 McKay St., Elizabethtown, NC 28337",910-862-6800,Assistance Program,food_pantry,,,,Bladen,,,,,,,,,,,,,,,,,,,,,,,
,333,Brunswick County DSS — Emergency Assistance / Housing Crisis Support,Bolivia,"60 Government Dr. NE, Bolivia, NC 28422",910-253-2077,Assistance Program,rent_assistance,,,,Brunswick,,,,,,,,,,,,,,,,,,,,,,,
,334,Brunswick County DSS — CIP/LIEAP,Bolivia,"60 Government Dr. NE, Bolivia, NC 28422",910-253-2077,Assistance Program,electric_bill,,,,Brunswick,,,,,,,,,,,,,,,,,,,,,,,
,335,Brunswick County DSS — Food & Nutrition Services,Bolivia,"60 Government Dr. NE, Bolivia, NC 28422",910-253-2077,Assistance Program,food_pantry,,,,Brunswick,,,,,,,,,,,,,,,,,,,,,,,
,336,Buncombe County Tenant-Based Rental Assistance,Asheville,"46 Valley St, Asheville, NC 28801",828-250-4834,Assistance Program,rent_assistance,,,,Buncombe,,,,,,,,,,,,,,,,,,,,,,,
,337,Asheville Buncombe Community Christian Ministry (ABCCM) Crisis Assistance,Asheville,"24 Cumberland Ave, Asheville, NC 28801",828-259-5300,Assistance Program,rent_assistance,,,,Buncombe,,,,,,,,,,,,,,,,,,,,,,,
,338,Buncombe County DHHS / Community Energy Assistance,Asheville,"40 Coxe Ave, Asheville, NC 28801",828-250-5500,Assistance Program,"electric_bill, gas_bill",,,,Buncombe,,,,,,,,,,,,,,,,,,,,,,,
,339,Buncombe County Food Assistance / FNS,Asheville,"40 Coxe Ave, Asheville, NC 28801",828-250-5500,Assistance Program,food_pantry,,,,Buncombe,,,,,,,,,,,,,,,,,,,,,,,
,340,Burke United Christian Ministries,Morganton,"305-B W Union St, Morganton, NC 28655",828-433-8075,Assistance Program,rent_assistance,,,,Burke,,,,,,,,,,,,,,,,,,,,,,,
,341,Burke County DSS — Crisis Intervention Program (CIP),Morganton,"700 E Parker Rd, Morganton, NC 28680",828-764-9600,Assistance Program,electric_bill,,,,Burke,,,,,,,,,,,,,,,,,,,,,,,
,342,Burke County DSS — Food & Nutrition Services,Morganton,"700 E Parker Rd, Morganton, NC 28680",828-764-9600,Assistance Program,food_pantry,,,,Burke,,,,,,,,,,,,,,,,,,,,,,,
,343,Cooperative Christian Ministry — Crisis Assistance,Concord,"246 Country Club Dr NE, Concord, NC 28025",704-786-4709,Assistance Program,rent_assistance,,,,Cabarrus,,,,,,,,,,,,,,,,,,,,,,,
,344,City of Concord Housing Department,Concord,"35 Cabarrus Ave W, Concord, NC 28025",704-920-6100,Assistance Program,rent_assistance,,,,Cabarrus,,,,,,,,,,,,,,,,,,,,,,,
,345,Cooperative Christian Ministry — Crisis Assistance,Concord,"246 Country Club Dr NE, Concord, NC 28025",704-786-4709,Assistance Program,electric_bill,,,,Cabarrus,,,,,,,,,,,,,,,,,,,,,,,
,346,Cabarrus County CHSA — Food & Nutrition Services,Kannapolis,"1303 S Cannon Blvd, Kannapolis, NC 28083",704-920-1400,Assistance Program,food_pantry,,,,Cabarrus,,,,,,,,,,,,,,,,,,,,,,,
,347,Caldwell County DSS — Emergency Assistance / Housing Support,Lenoir,"2345 Morganton Blvd SW, Suite A, Lenoir, NC 28645",828-426-8200,Assistance Program,rent_assistance,,,,Caldwell,,,,,,,,,,,,,,,,,,,,,,,
,348,Caldwell County DSS — CIP/LIEAP,Lenoir,"2345 Morganton Blvd SW, Suite A, Lenoir, NC 28645",828-426-8200,Assistance Program,electric_bill,,,,Caldwell,,,,,,,,,,,,,,,,,,,,,,,
,349,Caldwell County Food & Nutrition Services,Lenoir,"2345 Morganton Blvd SW, Suite A, Lenoir, NC 28645",828-426-8296,Assistance Program,food_pantry,,,,Caldwell,,,,,,,,,,,,,,,,,,,,,,,
,350,Camden County DSS — Emergency Assistance/Housing Referral,Camden,"117 NC Hwy 343 N, Camden, NC 27921",252-331-4787,Assistance Program,rent_assistance,,,,Camden,,,,,,,,,,,,,,,,,,,,,,,
,351,Camden County DSS — CIP/LIEAP,Camden,"117 NC Hwy 343 N, Camden, NC 27921",252-331-4787,Assistance Program,electric_bill,,,,Camden,,,,,,,,,,,,,,,,,,,,,,,
,352,Camden County DSS — Food & Nutrition Services,Camden,"117 NC Hwy 343 N, Camden, NC 27921",252-331-4787,Assistance Program,food_pantry,,,,Camden,,,,,,,,,,,,,,,,,,,,,,,
,353,Carteret County Work First Emergency Assistance,Beaufort,"210 Craven St, Beaufort, NC 28516",252-728-3181,Assistance Program,rent_assistance,,,,Carteret,,,,,,,,,,,,,,,,,,,,,,,
,354,Carteret County Work First Emergency Assistance / CIP,Beaufort,"210 Craven St, Beaufort, NC 28516",252-728-3181,Assistance Program,electric_bill,,,,Carteret,,,,,,,,,,,,,,,,,,,,,,,
,355,Carteret County DSS — Food & Nutrition Services,Beaufort,"210 Craven St, Beaufort, NC 28516",252-728-3181,Assistance Program,food_pantry,,,,Carteret,,,,,,,,,,,,,,,,,,,,,,,
,356,Caswell County DSS — Emergency Assistance/Housing Support,Yanceyville,"175 County Park Rd, Yanceyville, NC 27379",336-694-4141,Assistance Program,rent_assistance,,,,Caswell,,,,,,,,,,,,,,,,,,,,,,,
,357,Caswell County DSS — CIP/LIEAP,Yanceyville,"175 County Park Rd, Yanceyville, NC 27379",336-694-4141,Assistance Program,electric_bill,,,,Caswell,,,,,,,,,,,,,,,,,,,,,,,
,358,Caswell County DSS — Food & Nutrition Services,Yanceyville,"175 County Park Rd, Yanceyville, NC 27379",336-694-4141,Assistance Program,food_pantry,,,,Caswell,,,,,,,,,,,,,,,,,,,,,,,
,359,Eastern Catawba Cooperative Christian Ministry,Newton,"245 E N St, Newton, NC 28658",828-327-0979,Assistance Program,rent_assistance,,,,Catawba,,,,,,,,,,,,,,,,,,,,,,,
,360,Catawba County DSS — CIP/LIEAP,Hickory,"3030 11th Ave Dr SE, Hickory, NC 28602",828-695-5600,Assistance Program,electric_bill,,,,Catawba,,,,,,,,,,,,,,,,,,,,,,,
,361,Catawba County Food & Nutrition Services,Hickory,"3030 11th Ave Dr SE, Hickory, NC 28602",828-695-5600,Assistance Program,food_pantry,,,,Catawba,,,,,,,,,,,,,,,,,,,,,,,
,362,Chatham County Work First Emergency Assistance,Pittsboro,"12 East St, Pittsboro, NC 27312",919-542-2759,Assistance Program,rent_assistance,,,,Chatham,,,,,,,,,,,,,,,,,,,,,,,
,363,Chatham County Work First Emergency Assistance / CIP,Pittsboro,"12 East St, Pittsboro, NC 27312",919-542-2759,Assistance Program,electric_bill,,,,Chatham,,,,,,,,,,,,,,,,,,,,,,,
,364,Chatham County DSS — Food & Nutrition Services,Pittsboro,"12 East St, Pittsboro, NC 27312",919-542-2759,Assistance Program,food_pantry,,,,Chatham,,,,,,,,,,,,,,,,,,,,,,,
,365,HERE in Jackson County — Housing Stabilization Services,Verify current location,Provider location to be confirmed during intake,Verify with provider,Assistance Program,"eviction_prevention, rent_assistance",,,,Cherokee,,,,,,,,,,,,,,,,,,,,,,,
,366,Cherokee County DSS — CIP/LIEAP,Murphy,"4800 W US Hwy 64, Murphy, NC 28906",828-837-7455,Assistance Program,electric_bill,,,,Cherokee,,,,,,,,,,,,,,,,,,,,,,,
,367,Cherokee County DSS — Food & Nutrition Services,Murphy,"4800 W US Hwy 64, Murphy, NC 28906",828-837-7455,Assistance Program,food_pantry,,,,Cherokee,,,,,,,,,,,,,,,,,,,,,,,
,368,Chowan County DSS — Emergency Assistance/Housing Support,Edenton,"100 W Freemason St, Edenton, NC 27932",252-482-7441,Assistance Program,rent_assistance,,,,Chowan,,,,,,,,,,,,,,,,,,,,,,,
,369,Chowan County DSS — CIP/LIEAP,Edenton,"100 W Freemason St, Edenton, NC 27932",252-482-7441,Assistance Program,electric_bill,,,,Chowan,,,,,,,,,,,,,,,,,,,,,,,
,370,Chowan County DSS — Food & Nutrition Services,Edenton,"100 W Freemason St, Edenton, NC 27932",252-482-7441,Assistance Program,food_pantry,,,,Chowan,,,,,,,,,,,,,,,,,,,,,,,
,371,Clay County DSS — Emergency Assistance/Housing Support,Hayesville,"345 Courthouse Dr, Hayesville, NC 28904",828-389-6301,Assistance Program,rent_assistance,,,,Clay,,,,,,,,,,,,,,,,,,,,,,,
,372,Clay County DSS — CIP/LIEAP,Hayesville,"345 Courthouse Dr, Hayesville, NC 28904",828-389-6301,Assistance Program,electric_bill,,,,Clay,,,,,,,,,,,,,,,,,,,,,,,
,373,Clay County DSS — Food & Nutrition Services,Hayesville,"345 Courthouse Dr, Hayesville, NC 28904",828-389-6301,Assistance Program,food_pantry,,,,Clay,,,,,,,,,,,,,,,,,,,,,,,
,374,Cleveland County DSS — Emergency Assistance,Shelby,"130 S Post Rd, Shelby, NC 28152",704-487-0661,Assistance Program,rent_assistance,,,,Cleveland,,,,,,,,,,,,,,,,,,,,,,,
,375,Cleveland County DSS — CIP/LIEAP,Shelby,"130 S Post Rd, Shelby, NC 28152",704-487-0661,Assistance Program,electric_bill,,,,Cleveland,,,,,,,,,,,,,,,,,,,,,,,
,376,Cleveland County DSS — Food & Nutrition Services,Shelby,"130 S Post Rd, Shelby, NC 28152",704-487-0661,Assistance Program,food_pantry,,,,Cleveland,,,,,,,,,,,,,,,,,,,,,,,
,377,Columbus County DSS — Emergency Assistance/Housing Support,Whiteville,"40 Government Complex Rd, Whiteville, NC 28472",910-641-3000,Assistance Program,rent_assistance,,,,Columbus,,,,,,,,,,,,,,,,,,,,,,,
,378,Columbus County DSS — CIP/LIEAP,Whiteville,"40 Government Complex Rd, Whiteville, NC 28472",910-641-3000,Assistance Program,electric_bill,,,,Columbus,,,,,,,,,,,,,,,,,,,,,,,
,379,Columbus County DSS — Food & Nutrition Services,Whiteville,"40 Government Complex Rd, Whiteville, NC 28472",910-641-3000,Assistance Program,food_pantry,,,,Columbus,,,,,,,,,,,,,,,,,,,,,,,
,380,Craven County DSS — Emergency Assistance,New Bern,"2818 Neuse Blvd, New Bern, NC 28562",252-636-4900,Assistance Program,rent_assistance,,,,Craven,,,,,,,,,,,,,,,,,,,,,,,
,381,Craven County DSS — CIP/LIEAP,New Bern,"2818 Neuse Blvd, New Bern, NC 28562",252-636-4900,Assistance Program,electric_bill,,,,Craven,,,,,,,,,,,,,,,,,,,,,,,
,382,Craven County DSS — Food & Nutrition Services,New Bern,"2818 Neuse Blvd, New Bern, NC 28562",252-636-4900,Assistance Program,food_pantry,,,,Craven,,,,,,,,,,,,,,,,,,,,,,,
,383,Cumberland County Coordinated Entry / Homeless Services,Verify current location,Intake location determined through program,910-483-5944,Assistance Program,"eviction_prevention, rent_assistance",,,,Cumberland,,,,,,,,,,,,,,,,,,,,,,,
,384,Cumberland County DSS — CIP/LIEAP,Fayetteville,"1225 Ramsey St, Fayetteville, NC 28301",910-323-1540,Assistance Program,electric_bill,,,,Cumberland,,,,,,,,,,,,,,,,,,,,,,,
,385,Cumberland County DSS — Food & Nutrition Services,Fayetteville,"1225 Ramsey St, Fayetteville, NC 28301",910-323-1540,Assistance Program,food_pantry,,,,Cumberland,,,,,,,,,,,,,,,,,,,,,,,
,386,Currituck County DSS — Emergency Assistance/Housing Support,Currituck,"153 Courthouse Rd, Suite 107, Currituck, NC 27929",252-232-3083,Assistance Program,rent_assistance,,,,Currituck,,,,,,,,,,,,,,,,,,,,,,,
,387,Currituck County DSS — CIP/LIEAP,Currituck,"153 Courthouse Rd, Suite 107, Currituck, NC 27929",252-232-3083,Assistance Program,electric_bill,,,,Currituck,,,,,,,,,,,,,,,,,,,,,,,
,388,Currituck County DSS — Food & Nutrition Services,Currituck,"153 Courthouse Rd, Suite 107, Currituck, NC 27929",252-232-3083,Assistance Program,food_pantry,,,,Currituck,,,,,,,,,,,,,,,,,,,,,,,
,389,Dare County DSS — Housing/Homelessness Assistance,Manteo,"954 Marshall C Collins Dr, Manteo, NC 27954",252-475-5800,Assistance Program,"eviction_prevention, rent_assistance",,,,Dare,,,,,,,,,,,,,,,,,,,,,,,
,390,Dare County DSS — CIP/LIEAP,Manteo,"954 Marshall C Collins Dr, Manteo, NC 27954",252-475-5800,Assistance Program,electric_bill,,,,Dare,,,,,,,,,,,,,,,,,,,,,,,
,391,Dare County DSS — Food & Nutrition Services,Manteo,"954 Marshall C Collins Dr, Manteo, NC 27954",252-475-5800,Assistance Program,food_pantry,,,,Dare,,,,,,,,,,,,,,,,,,,,,,,
,392,Davidson County DSS — Emergency Assistance/Housing Support,Lexington,"913 Greensboro St, Lexington, NC 27292",336-242-2000,Assistance Program,rent_assistance,,,,Davidson,,,,,,,,,,,,,,,,,,,,,,,
,393,Davidson County DSS — CIP/LIEAP,Lexington,"913 Greensboro St, Lexington, NC 27292",336-242-2000,Assistance Program,electric_bill,,,,Davidson,,,,,,,,,,,,,,,,,,,,,,,
,394,Davidson County DSS — Food & Nutrition Services,Lexington,"913 Greensboro St, Lexington, NC 27292",336-242-2000,Assistance Program,food_pantry,,,,Davidson,,,,,,,,,,,,,,,,,,,,,,,
,395,Davie County DSS — Emergency Assistance/Housing Support,Mocksville,"154 Government Center Dr, Mocksville, NC 27028",336-753-6250,Assistance Program,rent_assistance,,,,Davie,,,,,,,,,,,,,,,,,,,,,,,
,396,Davie County DSS — CIP/LIEAP,Mocksville,"154 Government Center Dr, Mocksville, NC 27028",336-753-6250,Assistance Program,electric_bill,,,,Davie,,,,,,,,,,,,,,,,,,,,,,,
,397,Davie County DSS — Food & Nutrition Services,Mocksville,"154 Government Center Dr, Mocksville, NC 27028",336-753-6250,Assistance Program,food_pantry,,,,Davie,,,,,,,,,,,,,,,,,,,,,,,
,398,Duplin County DSS — Work First Emergency Assistance,Kenansville,"423 N Main St, Kenansville, NC 28349",910-296-2200,Assistance Program,rent_assistance,,,,Duplin,,,,,,,,,,,,,,,,,,,,,,,
,399,Duplin County DSS — CIP/LIEAP,Kenansville,"423 N Main St, Kenansville, NC 28349",910-296-2200,Assistance Program,electric_bill,,,,Duplin,,,,,,,,,,,,,,,,,,,,,,,
,400,Duplin County DSS — Food & Nutrition Services,Kenansville,"423 N Main St, Kenansville, NC 28349",910-296-2200,Assistance Program,food_pantry,,,,Duplin,,,,,,,,,,,,,,,,,,,,,,,
,401,Durham County DSS — Emergency Assistance / Housing Support,Durham,"414 E Main St, Durham, NC 27701",919-560-8000,Assistance Program,rent_assistance,,,,Durham,,,,,,,,,,,,,,,,,,,,,,,
,402,Durham County DSS — Crisis Intervention Program / Energy Assistance,Durham,"414 E Main St, Durham, NC 27701",919-560-8000,Assistance Program,"electric_bill, gas_bill",,,,Durham,,,,,,,,,,,,,,,,,,,,,,,
,403,Durham County DSS — Food & Nutrition Services,Durham,"414 E Main St, Durham, NC 27701",919-560-8000,Assistance Program,food_pantry,,,,Durham,,,,,,,,,,,,,,,,,,,,,,,
,404,Edgecombe County DSS — Emergency Assistance / Housing Crisis Support,Tarboro,"122 E St James St, Tarboro, NC 27886",252-641-7611,Assistance Program,rent_assistance,,,,Edgecombe,,,,,,,,,,,,,,,,,,,,,,,
,405,Edgecombe County DSS — CIP/LIEAP,Tarboro,"122 E St James St, Tarboro, NC 27886",252-641-7611,Assistance Program,electric_bill,,,,Edgecombe,,,,,,,,,,,,,,,,,,,,,,,
,406,Edgecombe County DSS — Food & Nutrition Services,Tarboro,"122 E St James St, Tarboro, NC 27886",252-641-7611,Assistance Program,food_pantry,,,,Edgecombe,,,,,,,,,,,,,,,,,,,,,,,
,407,Forsyth County DSS — Emergency Assistance / Housing Support,Winston-Salem,"741 N Highland Ave, Winston-Salem, NC 27101",336-703-3800,Assistance Program,rent_assistance,,,,Forsyth,,,,,,,,,,,,,,,,,,,,,,,
,408,Forsyth County DSS — CIP/LIEAP,Winston-Salem,"741 N Highland Ave, Winston-Salem, NC 27101",336-703-3800,Assistance Program,electric_bill,,,,Forsyth,,,,,,,,,,,,,,,,,,,,,,,
,409,Forsyth County DSS — Food & Nutrition Services,Winston-Salem,"741 N Highland Ave, Winston-Salem, NC 27101",336-703-3800,Assistance Program,food_pantry,,,,Forsyth,,,,,,,,,,,,,,,,,,,,,,,
,410,Franklin County DSS — Emergency Assistance / Housing Crisis Support,Louisburg,"107-A Industrial Dr, Louisburg, NC 27549",919-496-5721,Assistance Program,rent_assistance,,,,Franklin,,,,,,,,,,,,,,,,,,,,,,,
,411,Franklin County DSS — CIP/LIEAP,Louisburg,"107-A Industrial Dr, Louisburg, NC 27549",919-496-5721,Assistance Program,electric_bill,,,,Franklin,,,,,,,,,,,,,,,,,,,,,,,
,412,Franklin County DSS — Food & Nutrition Services,Louisburg,"107-A Industrial Dr, Louisburg, NC 27549",919-496-5721,Assistance Program,food_pantry,,,,Franklin,,,,,,,,,,,,,,,,,,,,,,,
,413,Gaston County DSS — Emergency Assistance / Housing Support,Gastonia,"330 Dr Martin Luther King Jr Way, Gastonia, NC 28052",704-862-7500,Assistance Program,"gas_bill, rent_assistance",,,,Gaston,,,,,,,,,,,,,,,,,,,,,,,
